title,description,search
"ESCU - Processes launching netsh - Rule","This search looks for processes launching netsh.exe. Netsh is a command-line scripting utility that allows you to, either locally or remotely, display or modify the network configuration of a computer that is currently running. Netsh can be used as a persistence proxy technique to execute a helper DLL when netsh.exe is executed. In this search, we are looking for processes spawned by netsh.exe and executing commands via the command line.","
 tstats `security_content_summariesonly` count values(Processes.process) AS Processes.process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=netsh.exe by Processes.parent_process_name Processes.parent_process Processes.process_name Processes.user Processes.dest 
`drop_dm_object_name(""Processes"")` 
`security_content_ctime(firstTime)` 
`security_content_ctime(lastTime)` 
`processes_launching_netsh_filter`"
"ESCU - Prohibited Network Traffic Allowed - Rule","This search looks for network traffic defined by port and transport layer protocol in the Enterprise Security lookup table ""lookup_interesting_ports"", that is marked as prohibited, and has an associated 'allow' action in the Network_Traffic data model. This could be indicative of a misconfigured network device.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where All_Traffic.action = allowed by All_Traffic.src_ip All_Traffic.dest_ip All_Traffic.dest_port All_Traffic.action 
 lookup update=true interesting_ports_lookup dest_port as All_Traffic.dest_port OUTPUT app is_prohibited note transport 
 search is_prohibited=true 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(""All_Traffic"")` 
 `prohibited_network_traffic_allowed_filter`"
"ESCU - Prohibited Software On Endpoint - Rule","This search looks for applications on the endpoint that you have marked as prohibited.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes by Processes.dest Processes.user Processes.process_name 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(Processes)` 
 `prohibited_softwares` 
 `prohibited_software_on_endpoint_filter`"
"ESCU - Protocol or Port Mismatch - Rule","This search looks for network traffic on common ports where a higher layer protocol does not match the port that is being used. For example, this search should identify cases where protocols other than HTTP are running on TCP port 80. This can be used by attackers to circumvent firewall restrictions, or as an attempt to hide malicious communications over ports and protocols that are typically allowed and not well inspected.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where (All_Traffic.app=dns NOT All_Traffic.dest_port=53) OR ((All_Traffic.app=web-browsing OR All_Traffic.app=http) NOT (All_Traffic.dest_port=80 OR All_Traffic.dest_port=8080 OR All_Traffic.dest_port=8000)) OR (All_Traffic.app=ssl NOT (All_Traffic.dest_port=443 OR All_Traffic.dest_port=8443)) OR (All_Traffic.app=smtp NOT All_Traffic.dest_port=25) by All_Traffic.src_ip, All_Traffic.dest_ip, All_Traffic.app, All_Traffic.dest_port 
`security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(""All_Traffic"")` 
 `protocol_or_port_mismatch_filter`"
"ESCU - Protocols passing authentication in cleartext - Rule","This search looks for cleartext protocols at risk of leaking credentials. Currently, this consists of legacy protocols such as telnet, POP3, IMAP, and non-anonymous FTP sessions. While some of these protocols can be used over SSL, they typically run on different assigned ports in those cases.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where All_Traffic.protocol=""tcp"" AND (All_Traffic.dest_port=""23"" OR All_Traffic.dest_port=""143"" OR All_Traffic.dest_port=""110"" OR (All_Traffic.dest_port=""21"" AND All_Traffic.user != ""anonymous"")) groupby All_Traffic.user All_Traffic.src All_Traffic.dest All_Traffic.dest_port 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(""All_Traffic"")` 
 `protocols_passing_authentication_in_cleartext_filter`"
"ESCU - Reg exe Manipulating Windows Services Registry Keys - Rule","The search looks for reg.exe modifying registry keys that define Windows services and their configurations.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Processes.process_name) as process_name values(Processes.parent_process_name) as parent_process_name values(Processes.user) as user FROM datamodel=Endpoint.Processes where Processes.process_name=reg.exe Processes.process=*reg* Processes.process=*add* Processes.process=*Services* by Processes.process_id Processes.dest Processes.process 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `reg_exe_manipulating_windows_services_registry_keys_filter`"
"ESCU - Reg exe used to hide files directories via registry keys - Rule","The search looks for command-line arguments used to hide a file or directory using the reg add command.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = reg.exe Processes.process=""*add*"" Processes.process=""*Hidden*"" Processes.process=""*REG_DWORD*"" by Processes.process_name Processes.parent_process_name Processes.dest Processes.user
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
`security_content_ctime(lastTime)`
 regex process = ""(/d\s+2)"" 
 `reg_exe_used_to_hide_files_directories_via_registry_keys_filter`"
"ESCU - Registry Keys for Creating SHIM Databases - Rule","This search looks for registry activity associated with application compatibility shims, which can be leveraged by attackers for various nefarious purposes.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Change_Analysis.All_Changes where All_Changes.object_category=registry AND (All_Changes.object_path=""*CurrentVersion\\AppCompatFlags\\Custom*"" OR All_Changes.object_path=""*CurrentVersion\\AppCompatFlags\\InstalledSDB*"") by All_Changes.dest, All_Changes.command, All_Changes.user, All_Changes.object, All_Changes.object_path 
 `drop_dm_object_name(""All_Changes"")` 
 `registry_keys_for_creating_shim_databases_filter`"
"ESCU - Registry Keys Used For Persistence - Rule","The search looks for modifications to registry keys that can be used to launch an application or service at system startup.","
 tstats `security_content_summariesonly` count values(Registry.registry_key_name) as registry_key_name values(Registry.registry_path) as registry_path min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Registry where (Registry.registry_path=*currentversion\\run* OR Registry.registry_path=*currentVersion\\Windows\\Appinit_Dlls* OR Registry.registry_path=CurrentVersion\\Winlogon\\Shell* OR Registry.registry_path=*CurrentVersion\\Winlogon\\Userinit* OR Registry.registry_path=*CurrentVersion\\Winlogon\\VmApplet* OR Registry.registry_path=*currentversion\\policies\\explorer\\run* OR Registry.registry_path=*currentversion\\runservices* OR Registry.registry_path=*\\CurrentControlSet\\Control\\Lsa\\* OR Registry.registry_path=""*Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options*"" OR Registry.registry_path=HKLM\\SOFTWARE\\Microsoft\\Netsh\\*) by Registry.dest , Registry.status, Registry.user 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `drop_dm_object_name(Registry)` 
 `registry_keys_used_for_persistence_filter`"
"ESCU - Registry Keys Used For Privilege Escalation - Rule","This search looks for modifications to registry keys that can be used to elevate privileges. The registry keys under ""Image File Execution Options"" are used to intercept calls to an executable and can be used to attach malicious binaries to benign system binaries.","
 tstats `security_content_summariesonly` count values(Registry.registry_key_name) as registry_key_name values(Registry.registry_path) as registry_path min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Registry where (Registry.registry_path=""*Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options*"") AND (Registry.registry_key_name=GlobalFlag OR Registry.registry_key_name=Debugger) by Registry.dest  Registry.user 
 `security_content_ctime(lastTime)`  
 `security_content_ctime(firstTime)` 
 `drop_dm_object_name(Registry)` 
 `registry_keys_used_for_privilege_escalation_filter`"
"ESCU - Remote Desktop Network Bruteforce - Rule","This search looks for RDP application network traffic and filters any source/destination pair generating more than twice the standard deviation of the average traffic.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where All_Traffic.app=rdp by All_Traffic.src All_Traffic.dest All_Traffic.dest_port 
 eventstats stdev(count) AS stdev avg(count) AS avg p50(count) AS p50 
 where count>(avg + stdev*2) 
 rename All_Traffic.src AS src All_Traffic.dest AS dest 
 table firstTime lastTime src dest count avg p50 stdev 
 `remote_desktop_network_bruteforce_filter`"
"ESCU - Remote Desktop Network Traffic - Rule","This search looks for network traffic on TCP/3389, the default port used by remote desktop. While remote desktop traffic is not uncommon on a network, it is usually associated with known hosts. This search allows for whitelisting both source and destination hosts to remove them from the output of the search so you can focus on the uncommon uses of remote desktop on your network.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where All_Traffic.dest_port=3389 AND All_Traffic.dest_category!=common_rdp_destination AND All_Traffic.src_category!=common_rdp_source by All_Traffic.src All_Traffic.dest All_Traffic.dest_port 
 `drop_dm_object_name(""All_Traffic"")` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `remote_desktop_network_traffic_filter`"
"ESCU - Remote Desktop Process Running On System - Rule","This search looks for the remote desktop process mstsc.exe running on systems upon which it doesn't typically run. This is accomplished by filtering out all systems that are noted in the `common_rdp_source category` in the Assets and Identity framework.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process=*mstsc.exe AND Processes.dest_category!=common_rdp_source by Processes.dest Processes.user Processes.process 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(Processes)` 
 `remote_desktop_process_running_on_system_filter`"
"ESCU - Remote Process Instantiation via WMI - Rule","This search looks for wmic.exe being launched with parameters to spawn a process on a remote system.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = wmic.exe Processes.process=""*/node*"" Processes.process=""*process*"" Processes.process=""*call*"" Processes.process=""*create*""   by Processes.process_name Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
`security_content_ctime(lastTime)` 
 `remote_process_instantiation_via_wmi_filter`"
"ESCU - Remote Registry Key modifications - Rule","This search monitors for remote modifications to registry keys.","
 tstats `security_content_summariesonly` count values(Registry.registry_key_name) as registry_key_name values(Registry.registry_path) as registry_path min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Registry where  Registry.registry_path=""\\\\*""  by Registry.dest , Registry.user 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `drop_dm_object_name(Registry)` 
 `remote_registry_key_modifications_filter`"
"ESCU - Remote WMI Command Attempt - Rule","This search looks for wmic.exe being launched with parameters to operate on remote systems.","
 tstats `security_content_summariesonly` count values(Processes.process) as process values(Processes.parent_process) as parent_process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=wmic.exe  AND Processes.process= */node* by Processes.user Processes.process_name Processes.parent_process_name Processes.dest  
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `remote_wmi_command_attempt_filter`"
"ESCU - RunDLL Loading DLL By Ordinal - Rule","This search looks for DLLs under %AppData% being loaded by rundll32.exe that are calling the exported function at ordinal 2. Calling exported functions by ordinal is not as common as calling by exported name. There was a bug fixed in IDAPro on 2016-08-08 that would not display functions without names.  Calling functions by ordinal would overcome the lack of name and make it harder for analyst to reverse engineer.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = rundll32.exe Processes.process=""*AppData*"" Processes.process=""*,#2"" by Processes.process_name Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `rundll_loading_dll_by_ordinal_filter`"
"ESCU - Ryuk Test Files Detected - Rule","The search looks for files that contain the key word *Ryuk* under any folder in the C drive, which is consistent with Ryuk propagation.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) lastTime FROM datamodel=Endpoint.Filesystem WHERE ""Filesystem.file_path""=C:\\*Ryuk* BY ""Filesystem.dest"", ""Filesystem.user"", ""Filesystem.file_path"" 
 `drop_dm_object_name(Filesystem)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `ryuk_test_files_detected_filter`"
"ESCU - Samsam Test File Write - Rule","The search looks for a file named ""test.txt"" written to the windows system directory tree, which is consistent with Samsam propagation.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Filesystem.user) as user values(Filesystem.dest) as dest values(Filesystem.file_name) as file_name from datamodel=Endpoint.Filesystem where Filesystem.file_path=*\\windows\\system32\\test.txt by Filesystem.file_path 
 `drop_dm_object_name(Filesystem)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `samsam_test_file_write_filter`"
"ESCU - Sc exe Manipulating Windows Services - Rule","This search looks for arguments to sc.exe indicating the creation or modification of a Windows service.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = sc.exe (Processes.process=""* create *"" OR Processes.process=""* config *"") by Processes.process_name Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `sc_exe_manipulating_windows_services_filter`"
"ESCU - Scheduled Task Name Used by Dragonfly Threat Actors - Rule","This search looks for flags passed to schtasks.exe on the command-line that indicate a task name associated with the Dragonfly threat actor was created or deleted.","
 tstats `security_content_summariesonly` count values(Processes.process) as process values(Processes.parent_process) as parent_process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=schtasks.exe  by Processes.user Processes.process_name Processes.parent_process_name Processes.dest  
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 search (process=*delete* OR process=*create*) process=*reset* 
 `scheduled_task_name_used_by_dragonfly_threat_actors_filter`"
"ESCU - Scheduled tasks used in BadRabbit ransomware - Rule","This search looks for flags passed to schtasks.exe on the command-line that indicate that task names related to the execution of Bad Rabbit ransomware were created or deleted.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Processes.process) as process  from datamodel=Endpoint.Processes where Processes.process_name=schtasks.exe (Processes.process= ""*create*""  OR Processes.process= ""*delete*"") by Processes.parent_process Processes.process_name Processes.user 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)` 
 search (process=*rhaegal* OR process=*drogon* OR *viserion_*) 
 `scheduled_tasks_used_in_badrabbit_ransomware_filter`"
"ESCU - Schtasks scheduling job on remote system - Rule","This search looks for flags passed to schtasks.exe on the command-line that indicate a job is being scheduled on a remote system.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = schtasks.exe Processes.process=""*/create*"" Processes.process=""* /s *"" by Processes.process_name Processes.process Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `schtasks_scheduling_job_on_remote_system_filter`"
"ESCU - Schtasks used for forcing a reboot - Rule","This search looks for flags passed to schtasks.exe on the command-line that indicate that a forced reboot of system is scheduled.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = schtasks.exe Processes.process=""*shutdown*"" Processes.process=""*/r*"" Processes.process=""*/f*"" by Processes.process_name Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `schtasks_used_for_forcing_a_reboot_filter`"
"ESCU - Script Execution via WMI - Rule","This search looks for scripts launched via WMI.","
 tstats `security_content_summariesonly` count values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes where Processes.process_name = ""scrcons.exe"" by Processes.user Processes.dest Processes.process_name  
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)`
 `script_execution_via_wmi_filter`"
"ESCU - Shim Database File Creation - Rule","This search looks for shim database files being written to default directories. The sdbinst.exe application is used to install shim database files (.sdb). According to Microsoft, a shim is a small library that transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","
 tstats `security_content_summariesonly` count values(Filesystem.action) values(Filesystem.file_hash) as file_hash values(Filesystem.file_path) as file_path  min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem where Filesystem.file_path=*Windows\AppPatch\Custom* by Filesystem.file_name Filesystem.dest 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
`drop_dm_object_name(Filesystem)` 
 `shim_database_file_creation_filter`"
"ESCU - Shim Database Installation With Suspicious Parameters - Rule","This search detects the process execution and arguments required to silently create a shim database.  The sdbinst.exe application is used to install shim database files (.sdb). A shim is a small library which transparently intercepts an API, changes the parameters passed, handles the operation itself, or redirects the operation elsewhere.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = sdbinst.exe Processes.process=""*-p*"" Processes.process=""*-q*"" by Processes.process_name Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `shim_database_installation_with_suspicious_parameters_filter`"
"ESCU - Short Lived Windows Accounts - Rule","This search detects accounts that were created and deleted in a short time period.","
 tstats `security_content_summariesonly` values(All_Changes.result_id) as result_id count min(_time) as firstTime max(_time) as lastTime from datamodel=Change where All_Changes.result_id=4720 OR All_Changes.result_id=4726 by _time span=4h All_Changes.user All_Changes.dest 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `drop_dm_object_name(""All_Changes"")` 
 search result_id = 4720 result_id=4726 
 transaction user connected=false maxspan=240m 
 table firstTime lastTime count user dest result_id 
 `short_lived_windows_accounts_filter`"
"ESCU - Single Letter Process On Endpoint - Rule","This search looks for process names that consist only of a single letter.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes by Processes.dest, Processes.user, Processes.process, Processes.process_name 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 eval process_name_length = len(process_name), endExe = if(substr(process_name, -4) == "".exe"", 1, 0) 
 search process_name_length=5 AND endExe=1 
 table count, firstTime, lastTime, dest, user, process, process_name 
 `single_letter_process_on_endpoint_filter`"
"ESCU - SMB Traffic Spike - MLTK - Rule","This search uses the Machine Learning Toolkit (MLTK) to identify spikes in the number of Server Message Block (SMB) connections.","
 tstats `security_content_summariesonly` count values(All_Traffic.dest_ip) as dest values(All_Traffic.dest_port) as port from datamodel=Network_Traffic where All_Traffic.dest_port=139 OR All_Traffic.dest_port=445 OR All_Traffic.app=smb by _time span=1h, All_Traffic.src 
 eval HourOfDay=strftime(_time, ""%H"") 
 eval DayOfWeek=strftime(_time, ""%A"") 
 `drop_dm_object_name(All_Traffic)` 
 apply smb_pdfmodel threshold=0.001 
 rename ""IsOutlier(count)"" as isOutlier 
 search isOutlier > 0 
 sort -count 
 table _time src dest port count 
 `smb_traffic_spike___mltk_filter`"
"ESCU - SMB Traffic Spike - Rule","This search looks for spikes in the number of Server Message Block (SMB) traffic connections.","
 tstats `security_content_summariesonly` count from datamodel=Network_Traffic where All_Traffic.dest_port=139 OR All_Traffic.dest_port=445 OR All_Traffic.app=smb by _time span=1h, All_Traffic.src 
 `drop_dm_object_name(""All_Traffic"")` 
 eventstats max(_time) as maxtime 
 stats count as num_data_samples max(eval(if(_time >= relative_time(maxtime, ""-70m@m""), count, null))) as count avg(eval(if(_time<relative_time(maxtime, ""-70m@m""), count, null))) as avg stdev(eval(if(_time<relative_time(maxtime, ""-70m@m""), count, null))) as stdev by src 
 eval upperBound=(avg+stdev*2), isOutlier=if(count > upperBound AND num_data_samples >=50, 1, 0) 
 where isOutlier=1 
 table src count 
 `smb_traffic_spike_filter`"
"ESCU - Spectre and Meltdown Vulnerable Systems - Rule","The search is used to detect systems that are still vulnerable to the Spectre and Meltdown vulnerabilities.","
 tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime from datamodel=Vulnerabilities where Vulnerabilities.cve =""CVE-2017-5753"" OR Vulnerabilities.cve =""CVE-2017-5715"" OR Vulnerabilities.cve =""CVE-2017-5754"" by Vulnerabilities.dest 
 `drop_dm_object_name(Vulnerabilities)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `spectre_and_meltdown_vulnerable_systems_filter`"
"ESCU - Spike in File Writes - Rule","The search looks for a sharp increase in the number of files written to a particular host","
 tstats `security_content_summariesonly` count FROM datamodel=Endpoint.Filesystem where Filesystem.action=created by _time span=1h, Filesystem.dest 
 `drop_dm_object_name(Filesystem)` 
 eventstats max(_time) as maxtime 
 stats count as num_data_samples max(eval(if(_time >= relative_time(maxtime, ""-1d@d""), count, null))) as ""count"" avg(eval(if(_time<relative_time(maxtime, ""-1d@d""), count,null))) as avg stdev(eval(if(_time<relative_time(maxtime, ""-1d@d""), count, null))) as stdev by ""dest"" 
 eval upperBound=(avg+stdev*4), isOutlier=if((count > upperBound) AND num_data_samples >=20, 1, 0) 
 search isOutlier=1 
 `spike_in_file_writes_filter`"
"ESCU - SQL Injection with Long URLs - Rule","This search looks for long URLs that have several SQL commands visible within them.","
 tstats `security_content_summariesonly` count from datamodel=Web where Web.dest_category=web_server AND (Web.url_length > 1024 OR Web.http_user_agent_length > 200) by Web.src Web.dest Web.url Web.url_length Web.http_user_agent 
 `drop_dm_object_name(""Web"")` 
 eval num_sql_cmds=mvcount(split(url, ""alter%20table"")) + mvcount(split(url, ""between"")) + mvcount(split(url, ""create%20table"")) + mvcount(split(url, ""create%20database"")) + mvcount(split(url, ""create%20index"")) + mvcount(split(url, ""create%20view"")) + mvcount(split(url, ""delete"")) + mvcount(split(url, ""drop%20database"")) + mvcount(split(url, ""drop%20index"")) + mvcount(split(url, ""drop%20table"")) + mvcount(split(url, ""exists"")) + mvcount(split(url, ""exec"")) + mvcount(split(url, ""group%20by"")) + mvcount(split(url, ""having"")) + mvcount(split(url, ""insert%20into"")) + mvcount(split(url, ""inner%20join"")) + mvcount(split(url, ""left%20join"")) + mvcount(split(url, ""right%20join"")) + mvcount(split(url, ""full%20join"")) + mvcount(split(url, ""select"")) + mvcount(split(url, ""distinct"")) + mvcount(split(url, ""select%20top"")) + mvcount(split(url, ""union"")) + mvcount(split(url, ""xp_cmdshell"")) - 24 
 where num_sql_cmds > 3 
 `sql_injection_with_long_urls_filter`"
"ESCU - Suspicious Changes to File Associations - Rule","This search looks for changes to registry values that control Windows file associations, executed by a process that is not typical for legitimate, routine changes to this area.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Processes.process_name) as process_name values(Processes.parent_process_name) as parent_process_name FROM datamodel=Endpoint.Processes where Processes.process_name!=Explorer.exe AND Processes.process_name!=OpenWith.exe by Processes.process_id Processes.dest 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 join [
 tstats `security_content_summariesonly` values(Registry.registry_path) as registry_path count  FROM datamodel=Endpoint.Registry where Registry.registry_path=*\\Explorer\\FileExts* by Registry.process_id Registry.dest 
 `drop_dm_object_name(""Registry"")` 
 table process_id dest registry_path]
 `suspicious_changes_to_file_associations_filter`"
"ESCU - Suspicious Email - UBA Anomaly - Rule","This detection looks for emails that are suspicious because of their sender, domain rareness, or behavior differences. This is an anomaly generated by Splunk User Behavior Analytics (UBA).","
tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(All_UEBA_Events.category) as category from datamodel=UEBA where nodename=All_UEBA_Events.UEBA_Anomalies All_UEBA_Events.UEBA_Anomalies.uba_model = ""SuspiciousEmailDetectionModel"" by All_UEBA_Events.description All_UEBA_Events.severity All_UEBA_Events.user All_UEBA_Events.uba_event_type All_UEBA_Events.link All_UEBA_Events.signature All_UEBA_Events.url All_UEBA_Events.UEBA_Anomalies.uba_model 
 `drop_dm_object_name(All_UEBA_Events)` 
 `drop_dm_object_name(UEBA_Anomalies)`
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `suspicious_email___uba_anomaly_filter`"
"ESCU - Suspicious Email Attachment Extensions - Rule","This search looks for emails that have attachments with suspicious file extensions.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Email where All_Email.file_name=""*"" by All_Email.src_user, All_Email.file_name All_Email.message_id 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(""All_Email"")` 
 `suspicious_email_attachments` 
 `suspicious_email_attachment_extensions_filter`"
"ESCU - Suspicious File Write - Rule","The search looks for files created with names that have been linked to malicious activity.","
 tstats `security_content_summariesonly` count values(Filesystem.action) as action values(Filesystem.file_path) as file_path min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem by Filesystem.file_name Filesystem.dest 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `drop_dm_object_name(Filesystem)` 
 `suspicious_writes` 
 `suspicious_file_write_filter`"
"ESCU - Suspicious LNK file launching a process - Rule","This search looks for a ``*.lnk` file under `C:\User*` or `*\Local\Temp\*` executing a process. This is common behavior used by various spear phishing tools.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem where Filesystem.file_name=""*.lnk"" AND (Filesystem.file_path=""C:\\Users*"" OR Filesystem.file_path=""*Local\\Temp*"")  by _time span=1h Filesystem.process_id Filesystem.file_name Filesystem.file_path Filesystem.file_hash Filesystem.user 
 `drop_dm_object_name(Filesystem)` 
 rename process_id as lnk_pid 
 join lnk_pid, _time [
 tstats `security_content_summariesonly` count FROM datamodel=Endpoint.Processes where Processes.process_name=*  by _time span=1h Processes.parent_process_id Processes.process_id Processes.process_name Processes.dest Processes.process_path Processes.process 
 `drop_dm_object_name(Processes)` 
 rename parent_process_id as lnk_pid 
 fields _time lnk_pid process_id dest process_name process_path process] 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 table firstTime, lastTime, lnk_pid, process_id, user, dest, file_name, file_path, process_name, process, process_path, file_hash 
 `suspicious_lnk_file_launching_a_process_filter`"
"ESCU - Suspicious Reg exe Process - Rule","This search looks for reg.exe being launched from a command prompt not started by the user. When a user launches cmd.exe, the parent process is usually explorer.exe. This search filters out those instances.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes where Processes.parent_process_name != explorer.exe Processes.process_name =cmd.exe by Processes.user Processes.process_name Processes.parent_process_name Processes.dest Processes.process_id Processes.parent_process_id 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 search [
 tstats `security_content_summariesonly` count FROM datamodel=Endpoint.Processes where Processes.parent_process_name=cmd.exe Processes.process_name= reg.exe by Processes.parent_process_id Processes.dest Processes.process_name 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 rename parent_process_id as process_id 
dedup process_id
 table process_id dest] 
 `suspicious_reg_exe_process_filter`"
